1.8250000000000002,1.8859662716125527
1.875,2.1635058531042106
1.9249999999999998,2.4647724017042862
1.975,2.7896147723772846
2.025,3.137638204468027
2.075,3.5082043427063963
2.125,3.900435168043767
2.175,4.313220656209995
2.225,4.7452299170761005
2.275,5.194925514916105
2.325,5.660580628818317
2.375,6.140298683818345
2.425,6.632035066512169
2.475,7.133620533433666
2.525,7.642785925647757
2.575,8.157187817961109
2.625,8.674434754985112
2.675,9.192113758012395
2.725,9.70781682530388
2.775,10.219167192949405
2.825,10.723845172945568
2.875,11.2196134385543
2.925,11.70434168327485
2.975,12.176030637685914
3.025,12.632835486547908
3.075,13.073088784956115
3.125,13.495323024416802
3.175,13.8982930437111
3.225,14.280998509941547
3.275,14.642706704476653
3.325,14.982975825479112
3.375,15.301678947728588
3.425,15.599028639890419
3.475,15.87560200019262
3.525,16.132365495937005
3.575,16.37069843365838
3.625,16.592413091476207
3.675,16.79976845900868
3.725,16.99547311246363
3.775,17.18267100232194
3.825,17.36490193090329
3.875,17.54602647789703
3.925,17.730103556195058
3.975,17.92120842807513
4.05,36.46248123683649
4.15,37.393776240535004
4.25,38.45671035211538
4.35,39.60024698898812
4.45,40.70089965267225
4.55,41.58377331885845
4.65,42.07390672161802
4.75,42.05257152495663
4.85,41.48683565953789
4.95,40.42171986626318
5.05,38.94952238300313
5.15,37.17758059798121
5.25,35.20653517002176
5.35,33.12038828521378
5.525,73.46513617273777
5.775,60.558715499853655
6.025,48.86768483722945
6.275,38.73304476921765
6.525,30.215879958293577
6.775,23.23287041287062
7.025,17.626958109638924
7.275,13.209232424314425
7.525,9.78524282852331
7.775,7.171143669019769
8.025,5.202650603540707
8.275,3.738946538759838
